   1.460    0.4498E-01    0.4319E-01    0.4623E-01   -0.1282E+01    0.5415E+00    0.4983E+00   -0.3637E-01   -0.3333E-01
   1.480    0.4438E-01    0.4277E-01    0.4561E-01   -0.1261E+01    0.5354E+00    0.4926E+00   -0.3551E-01   -0.3268E-01
   1.500    0.4378E-01    0.4235E-01    0.4499E-01   -0.1241E+01    0.5293E+00    0.4870E+00   -0.3467E-01   -0.3203E-01
   1.520    0.4323E-01    0.4194E-01    0.4444E-01   -0.1222E+01    0.5233E+00    0.4814E+00   -0.3384E-01   -0.3133E-01
   1.540    0.4264E-01    0.4152E-01    0.4383E-01   -0.1203E+01    0.5173E+00    0.4758E+00   -0.3302E-01   -0.3071E-01
   1.560    0.4206E-01    0.4110E-01    0.4323E-01   -0.1185E+01    0.5113E+00    0.4702E+00   -0.3222E-01   -0.3009E-01
   1.580    0.4148E-01    0.4068E-01    0.4264E-01   -0.1166E+01    0.5054E+00    0.4647E+00   -0.3142E-01   -0.2947E-01
   1.600    0.4090E-01    0.4026E-01    0.4205E-01   -0.1149E+01    0.4995E+00    0.4593E+00   -0.3064E-01   -0.2886E-01
   1.620    0.4034E-01    0.3985E-01    0.4147E-01   -0.1131E+01    0.4937E+00    0.4539E+00   -0.2987E-01   -0.2825E-01
   1.640    0.3979E-01    0.3943E-01    0.4091E-01   -0.1114E+01    0.4879E+00    0.4485E+00   -0.2912E-01   -0.2763E-01
   1.660    0.3923E-01    0.3901E-01    0.4034E-01   -0.1097E+01    0.4822E+00    0.4432E+00   -0.2837E-01   -0.2704E-01
   1.680    0.3868E-01    0.3860E-01    0.3978E-01   -0.1081E+01    0.4765E+00    0.4379E+00   -0.2764E-01   -0.2645E-01
   1.700    0.3815E-01    0.3818E-01    0.3925E-01   -0.1065E+01    0.4708E+00    0.4326E+00   -0.2691E-01   -0.2585E-01
   1.720    0.3761E-01    0.3777E-01    0.3870E-01   -0.1050E+01    0.4652E+00    0.4274E+00   -0.2620E-01   -0.2527E-01
   1.740    0.3708E-01    0.3736E-01    0.3816E-01   -0.1034E+01    0.4596E+00    0.4223E+00   -0.2550E-01   -0.2470E-01
   1.760    0.3655E-01    0.3695E-01    0.3763E-01   -0.1019E+01    0.4541E+00    0.4172E+00   -0.2481E-01   -0.2414E-01
   1.780    0.3603E-01    0.3655E-01    0.3710E-01   -0.1004E+01    0.4486E+00    0.4121E+00   -0.2413E-01   -0.2358E-01
   1.800    0.3553E-01    0.3614E-01    0.3659E-01   -0.9901E+00    0.4432E+00    0.4071E+00   -0.2346E-01   -0.2302E-01
   1.820    0.3502E-01    0.3574E-01    0.3608E-01   -0.9760E+00    0.4378E+00    0.4021E+00   -0.2281E-01   -0.2248E-01
   1.840    0.3452E-01    0.3534E-01    0.3557E-01   -0.9622E+00    0.4325E+00    0.3971E+00   -0.2217E-01   -0.2194E-01
   1.860    0.3403E-01    0.3494E-01    0.3507E-01   -0.9486E+00    0.4272E+00    0.3922E+00   -0.2154E-01   -0.2142E-01
   1.880    0.3354E-01    0.3455E-01    0.3457E-01   -0.9353E+00    0.4219E+00    0.3874E+00   -0.2092E-01   -0.2090E-01
   1.900    0.3306E-01    0.3415E-01    0.3408E-01   -0.9223E+00    0.4167E+00    0.3826E+00   -0.2032E-01   -0.2040E-01
   1.920    0.3258E-01    0.3376E-01    0.3359E-01   -0.9095E+00    0.4116E+00    0.3778E+00   -0.1971E-01   -0.1989E-01
   1.940    0.3211E-01    0.3337E-01    0.3311E-01   -0.8970E+00    0.4065E+00    0.3731E+00   -0.1913E-01   -0.1940E-01
   1.960    0.3164E-01    0.3299E-01    0.3263E-01   -0.8847E+00    0.4014E+00    0.3684E+00   -0.1856E-01   -0.1892E-01
   1.980    0.3118E-01    0.3260E-01    0.3216E-01   -0.8727E+00    0.3964E+00    0.3638E+00   -0.1800E-01   -0.1845E-01
   2.000    0.3072E-01    0.3222E-01    0.3168E-01   -0.8608E+00    0.3915E+00    0.3592E+00   -0.1745E-01   -0.1799E-01
   2.020    0.3027E-01    0.3184E-01    0.3122E-01   -0.8492E+00    0.3866E+00    0.3547E+00   -0.1691E-01   -0.1754E-01
   2.040    0.2983E-01    0.3147E-01    0.3076E-01   -0.8378E+00    0.3817E+00    0.3502E+00   -0.1639E-01   -0.1710E-01
   2.060    0.2939E-01    0.3109E-01    0.3030E-01   -0.8266E+00    0.3769E+00    0.3458E+00   -0.1588E-01   -0.1667E-01
   2.080    0.2897E-01    0.3072E-01    0.2986E-01   -0.8156E+00    0.3721E+00    0.3414E+00   -0.1538E-01   -0.1623E-01
   2.100    0.2854E-01    0.3035E-01    0.2942E-01   -0.8048E+00    0.3674E+00    0.3370E+00   -0.1489E-01   -0.1582E-01
   2.120    0.2812E-01    0.2998E-01    0.2898E-01   -0.7942E+00    0.3627E+00    0.3327E+00   -0.1441E-01   -0.1542E-01
   2.140    0.2771E-01    0.2962E-01    0.2855E-01   -0.7838E+00    0.3581E+00    0.3285E+00   -0.1394E-01   -0.1501E-01
   2.160    0.2729E-01    0.2926E-01    0.2811E-01   -0.7736E+00    0.3535E+00    0.3243E+00   -0.1348E-01   -0.1463E-01
   2.180    0.2688E-01    0.2890E-01    0.2768E-01   -0.7635E+00    0.3490E+00    0.3201E+00   -0.1304E-01   -0.1426E-01
   2.200    0.2648E-01    0.2854E-01    0.2725E-01   -0.7536E+00    0.3446E+00    0.3160E+00   -0.1260E-01   -0.1389E-01
   2.220    0.2608E-01    0.2819E-01    0.2683E-01   -0.7439E+00    0.3401E+00    0.3120E+00   -0.1218E-01   -0.1354E-01
   2.240    0.2569E-01    0.2784E-01    0.2641E-01   -0.7344E+00    0.3358E+00    0.3079E+00   -0.1177E-01   -0.1319E-01
   2.260    0.2531E-01    0.2749E-01    0.2600E-01   -0.7250E+00    0.3315E+00    0.3040E+00   -0.1137E-01   -0.1285E-01
   2.280    0.2492E-01    0.2714E-01    0.2559E-01   -0.7158E+00    0.3272E+00    0.3000E+00   -0.1097E-01   -0.1252E-01
   2.300    0.2455E-01    0.2680E-01    0.2520E-01   -0.7067E+00    0.3230E+00    0.2962E+00   -0.1059E-01   -0.1219E-01
   2.320    0.2418E-01    0.2646E-01    0.2480E-01   -0.6978E+00    0.3188E+00    0.2923E+00   -0.1022E-01   -0.1188E-01
   2.340    0.2381E-01    0.2612E-01    0.2440E-01   -0.6891E+00    0.3147E+00    0.2886E+00   -0.9856E-02   -0.1158E-01
   2.360    0.2345E-01    0.2579E-01    0.2401E-01   -0.6805E+00    0.3106E+00    0.2848E+00   -0.9505E-02   -0.1128E-01
   2.380    0.2310E-01    0.2546E-01    0.2363E-01   -0.6720E+00    0.3066E+00    0.2811E+00   -0.9162E-02   -0.1099E-01
   2.400    0.2275E-01    0.2513E-01    0.2324E-01   -0.6637E+00    0.3026E+00    0.2775E+00   -0.8832E-02   -0.1071E-01
   2.420    0.2240E-01    0.2480E-01    0.2287E-01   -0.6555E+00    0.2987E+00    0.2739E+00   -0.8512E-02   -0.1045E-01
   2.440    0.2206E-01    0.2448E-01    0.2250E-01   -0.6475E+00    0.2948E+00    0.2704E+00   -0.8203E-02   -0.1018E-01
   2.460    0.2172E-01    0.2416E-01    0.2213E-01   -0.6396E+00    0.2910E+00    0.2669E+00   -0.7904E-02   -0.9931E-02
   2.480    0.2139E-01    0.2385E-01    0.2178E-01   -0.6318E+00    0.2873E+00    0.2634E+00   -0.7615E-02   -0.9686E-02
   2.500    0.2107E-01    0.2354E-01    0.2142E-01   -0.6242E+00    0.2835E+00    0.2600E+00   -0.7337E-02   -0.9448E-02
   2.520    0.2075E-01    0.2323E-01    0.2108E-01   -0.6167E+00    0.2799E+00    0.2567E+00   -0.7069E-02   -0.9215E-02
   2.540    0.2044E-01    0.2292E-01    0.2074E-01   -0.6093E+00    0.2763E+00    0.2533E+00   -0.6810E-02   -0.8991E-02
   2.560    0.2013E-01    0.2262E-01    0.2041E-01   -0.6021E+00    0.2727E+00    0.2501E+00   -0.6562E-02   -0.8776E-02
   2.580    0.1983E-01    0.2232E-01    0.2008E-01   -0.5949E+00    0.2692E+00    0.2469E+00   -0.6324E-02   -0.8566E-02
   2.600    0.1954E-01    0.2203E-01    0.1976E-01   -0.5879E+00    0.2657E+00    0.2437E+00   -0.6095E-02   -0.8365E-02
   2.620    0.1925E-01    0.2174E-01    0.1945E-01   -0.5810E+00    0.2623E+00    0.2406E+00   -0.5877E-02   -0.8169E-02
   2.640    0.1897E-01    0.2145E-01    0.1914E-01   -0.5742E+00    0.2589E+00    0.2375E+00   -0.5668E-02   -0.7980E-02
   2.660    0.1870E-01    0.2117E-01    0.1885E-01   -0.5676E+00    0.2556E+00    0.2344E+00   -0.5471E-02   -0.7788E-02
   2.680    0.1843E-01    0.2089E-01    0.1856E-01   -0.5610E+00    0.2523E+00    0.2314E+00   -0.5282E-02   -0.7613E-02
   2.700    0.1816E-01    0.2062E-01    0.1827E-01   -0.5545E+00    0.2491E+00    0.2285E+00   -0.5102E-02   -0.7444E-02
   2.720    0.1790E-01    0.2035E-01    0.1800E-01   -0.5482E+00    0.2459E+00    0.2256E+00   -0.4931E-02   -0.7281E-02
   2.740    0.1765E-01    0.2008E-01    0.1772E-01   -0.5419E+00    0.2428E+00    0.2227E+00   -0.4770E-02   -0.7125E-02
   2.760    0.1740E-01    0.1981E-01    0.1746E-01   -0.5357E+00    0.2397E+00    0.2199E+00   -0.4617E-02   -0.6975E-02
   2.780    0.1717E-01    0.1955E-01    0.1721E-01   -0.5297E+00    0.2367E+00    0.2172E+00   -0.4474E-02   -0.6820E-02
   2.800    0.1692E-01    0.1930E-01    0.1695E-01   -0.5237E+00    0.2337E+00    0.2144E+00   -0.4338E-02   -0.6685E-02
   2.820    0.1669E-01    0.1905E-01    0.1670E-01   -0.5178E+00    0.2308E+00    0.2118E+00   -0.4210E-02   -0.6555E-02
   2.840    0.1646E-01    0.1880E-01    0.1645E-01   -0.5121E+00    0.2279E+00    0.2091E+00   -0.4090E-02   -0.6432E-02
   2.860    0.1624E-01    0.1855E-01    0.1623E-01   -0.5064E+00    0.2251E+00    0.2065E+00   -0.3980E-02   -0.6304E-02
   2.880    0.1602E-01    0.1831E-01    0.1599E-01   -0.5008E+00    0.2223E+00    0.2040E+00   -0.3875E-02   -0.6193E-02
   2.900    0.1580E-01    0.1807E-01    0.1576E-01   -0.4953E+00    0.2195E+00    0.2014E+00   -0.3778E-02   -0.6088E-02
   2.920    0.1558E-01    0.1784E-01    0.1554E-01   -0.4899E+00    0.2168E+00    0.1990E+00   -0.3688E-02   -0.5988E-02
   2.940    0.1538E-01    0.1761E-01    0.1532E-01   -0.4845E+00    0.2141E+00    0.1965E+00   -0.3606E-02   -0.5893E-02
   2.960    0.1518E-01    0.1738E-01    0.1511E-01   -0.4793E+00    0.2115E+00    0.1942E+00   -0.3531E-02   -0.5799E-02
   2.980    0.1497E-01    0.1716E-01    0.1490E-01   -0.4741E+00    0.2090E+00    0.1918E+00   -0.3462E-02   -0.5715E-02
   3.000    0.1478E-01    0.1694E-01    0.1470E-01   -0.4690E+00    0.2064E+00    0.1895E+00   -0.3399E-02   -0.5636E-02
   3.020    0.1458E-01    0.1672E-01    0.1450E-01   -0.4640E+00    0.2039E+00    0.1872E+00   -0.3343E-02   -0.5562E-02
   3.040    0.1440E-01    0.1651E-01    0.1431E-01   -0.4591E+00    0.2015E+00    0.1850E+00   -0.3292E-02   -0.5493E-02
   3.060    0.1421E-01    0.1630E-01    0.1412E-01   -0.4542E+00    0.1991E+00    0.1828E+00   -0.3247E-02   -0.5424E-02
   3.080    0.1403E-01    0.1609E-01    0.1394E-01   -0.4494E+00    0.1967E+00    0.1806E+00   -0.3208E-02   -0.5364E-02
   3.100    0.1385E-01    0.1589E-01    0.1376E-01   -0.4447E+00    0.1944E+00    0.1785E+00   -0.3175E-02   -0.5308E-02
   3.120    0.1368E-01    0.1569E-01    0.1358E-01   -0.4401E+00    0.1921E+00    0.1764E+00   -0.3147E-02   -0.5256E-02
   3.140    0.1351E-01    0.1550E-01    0.1341E-01   -0.4356E+00    0.1899E+00    0.1744E+00   -0.3121E-02   -0.5204E-02
   3.160    0.1334E-01    0.1530E-01    0.1325E-01   -0.4311E+00    0.1877E+00    0.1724E+00   -0.3103E-02   -0.5160E-02
   3.180    0.1317E-01    0.1511E-01    0.1308E-01   -0.4267E+00    0.1855E+00    0.1704E+00   -0.3088E-02   -0.5120E-02
   3.200    0.1301E-01    0.1493E-01    0.1292E-01   -0.4223E+00    0.1834E+00    0.1684E+00   -0.3078E-02   -0.5083E-02
   3.220    0.1285E-01    0.1474E-01    0.1277E-01   -0.4180E+00    0.1813E+00    0.1665E+00   -0.3069E-02   -0.5046E-02
   3.240    0.1269E-01    0.1456E-01    0.1261E-01   -0.4138E+00    0.1792E+00    0.1647E+00   -0.3068E-02   -0.5017E-02
   3.260    0.1254E-01    0.1438E-01    0.1246E-01   -0.4097E+00    0.1772E+00    0.1628E+00   -0.3070E-02   -0.4992E-02
   3.280    0.1238E-01    0.1421E-01    0.1231E-01   -0.4056E+00    0.1752E+00    0.1610E+00   -0.3071E-02   -0.4970E-02
