    0.60000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.90000E+01    0.00000E+00    0.46605E-02    0.29272E-03
    0.60000E+00   -0.80000E+01    0.00000E+00    0.58752E-01    0.17486E-01
    0.60000E+00   -0.70000E+01    0.00000E+00    0.14693E+00    0.35007E+00
    0.60000E+00   -0.60000E+01    0.00000E+00    0.20259E+00    0.23301E+01
    0.60000E+00   -0.50000E+01    0.00000E+00    0.25980E+00    0.78390E+01
    0.60000E+00   -0.40000E+01    0.00000E+00    0.31083E+00    0.16841E+02
    0.60000E+00   -0.30000E+01    0.00000E+00    0.34302E+00    0.25398E+02
    0.60000E+00   -0.20000E+01    0.00000E+00    0.36120E+00    0.31452E+02
    0.60000E+00   -0.10000E+01    0.00000E+00    0.37145E+00    0.35302E+02
    0.60000E+00    0.00000E+00    0.00000E+00    0.37416E+00    0.36379E+02
    0.60000E+00    0.10000E+01    0.00000E+00    0.37132E+00    0.35250E+02
    0.60000E+00    0.20000E+01    0.00000E+00    0.36305E+00    0.32124E+02
    0.60000E+00    0.30000E+01    0.00000E+00    0.34262E+00    0.25276E+02
    0.60000E+00    0.40000E+01    0.00000E+00    0.30893E+00    0.16414E+02
    0.60000E+00    0.50000E+01    0.00000E+00    0.25947E+00    0.77953E+01
    0.60000E+00    0.60000E+01    0.00000E+00    0.20204E+00    0.22926E+01
    0.60000E+00    0.70000E+01    0.00000E+00    0.14010E+00    0.30130E+00
    0.60000E+00    0.80000E+01    0.00000E+00    0.56054E-01    0.15364E-01
    0.60000E+00    0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00   -0.90000E+01    0.00000E+00    0.44547E-02    0.27979E-03
    0.62000E+00   -0.80000E+01    0.00000E+00    0.58425E-01    0.17217E-01
    0.62000E+00   -0.70000E+01    0.00000E+00    0.14562E+00    0.34037E+00
    0.62000E+00   -0.60000E+01    0.00000E+00    0.20155E+00    0.22590E+01
    0.62000E+00   -0.50000E+01    0.00000E+00    0.25776E+00    0.75734E+01
    0.62000E+00   -0.40000E+01    0.00000E+00    0.30806E+00    0.16220E+02
    0.62000E+00   -0.30000E+01    0.00000E+00    0.33990E+00    0.24453E+02
    0.62000E+00   -0.20000E+01    0.00000E+00    0.35952E+00    0.30852E+02
    0.62000E+00   -0.10000E+01    0.00000E+00    0.37038E+00    0.34884E+02
    0.62000E+00    0.00000E+00    0.00000E+00    0.37307E+00    0.35943E+02
    0.62000E+00    0.10000E+01    0.00000E+00    0.37024E+00    0.34830E+02
    0.62000E+00    0.20000E+01    0.00000E+00    0.36198E+00    0.31734E+02
    0.62000E+00    0.30000E+01    0.00000E+00    0.33953E+00    0.24343E+02
    0.62000E+00    0.40000E+01    0.00000E+00    0.30623E+00    0.15819E+02
    0.62000E+00    0.50000E+01    0.00000E+00    0.25737E+00    0.75227E+01
    0.62000E+00    0.60000E+01    0.00000E+00    0.20105E+00    0.22250E+01
    0.62000E+00    0.70000E+01    0.00000E+00    0.13881E+00    0.29260E+00
    0.62000E+00    0.80000E+01    0.00000E+00    0.55177E-01    0.14723E-01
    0.62000E+00    0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00    0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00    0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00    0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00    0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.64000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.64000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.64000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.64000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.64000E+00   -0.90000E+01    0.00000E+00    0.41359E-02    0.25977E-03
    0.64000E+00   -0.80000E+01    0.00000E+00    0.58023E-01    0.16890E-01
    0.64000E+00   -0.70000E+01    0.00000E+00    0.14435E+00    0.33110E+00
    0.64000E+00   -0.60000E+01    0.00000E+00    0.20056E+00    0.21921E+01
    0.64000E+00   -0.50000E+01    0.00000E+00    0.25580E+00    0.73228E+01
    0.64000E+00   -0.40000E+01    0.00000E+00    0.30545E+00    0.15650E+02
    0.64000E+00   -0.30000E+01    0.00000E+00    0.33693E+00    0.23577E+02
    0.64000E+00   -0.20000E+01    0.00000E+00    0.35771E+00    0.30213E+02
    0.64000E+00   -0.10000E+01    0.00000E+00    0.36935E+00    0.34489E+02
    0.64000E+00    0.00000E+00    0.00000E+00    0.37202E+00    0.35525E+02
    0.64000E+00    0.10000E+01    0.00000E+00    0.36921E+00    0.34435E+02
    0.64000E+00    0.20000E+01    0.00000E+00    0.36071E+00    0.31275E+02
    0.64000E+00    0.30000E+01    0.00000E+00    0.33659E+00    0.23478E+02
