 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9736E-100 8.9735E-100 8.9735E-100 8.9733E-100 8.9732E-100 8.9729E-100 8.9726E-100 8.9722E-100
